Time,Temperature (C),Humidity (%),Pressure (hPa),Gas (Ohm),PM10,PM2.5,PM100
1740785221.6243937,23.7770703125,46.317815935363456,1000.9326607890268,166833,2,3,3
1740785222.6375024,23.776484375,46.36668843544312,1000.940302897151,168511,1,3,3
1740785223.6502414,23.7755078125,46.384928526945615,1000.9335224736216,168681,1,3,3
1740785224.6631527,23.7751171875,46.372643550980925,1000.9363210543594,168851,1,3,3
1740785225.676116,23.7755078125,46.348216483450024,1000.9335224736216,169878,1,2,2
1740785226.6891725,23.7747265625,46.286953612466675,1000.930509096846,170051,1,2,2
1740785227.7021816,23.7723828125,46.26832691536658,1000.9249131957024,169534,0,1,1
1740785228.7146466,23.7700390625,46.24970234151284,1000.9244835926629,169534,0,1,1
1740785229.7274702,23.76828125,46.243377971782415,1000.9301886890008,169534,0,1,1
1740785230.7404003,23.7688671875,46.249562345650475,1000.9311571467504,169192,0,1,1
1740785231.7535331,23.7690625,46.26793013165539,1000.9280357829673,170224,1,2,2
1740785232.7665496,23.7688671875,46.243447961808464,1000.9259908738985,170570,1,2,2
1740785233.779546,23.7684765625,46.225059459439514,1000.9287894182377,169878,1,2,2
1740785234.79248,23.7669140625,46.20042018793707,1000.9296510410481,170397,0,1,1
1740785235.8055398,23.7673046875,46.176017555170084,1000.9302966801914,171795,0,1,1
1740785236.8185205,23.7673046875,46.13323966097087,1000.9302966801914,170918,0,1,1
1740785237.8312106,23.76828125,46.1089162797548,1000.940521228007,170570,0,0,0
1740785238.8443763,23.7684765625,46.07839463405188,1000.9373998692698,170224,1,1,1
1740785239.8569229,23.7684765625,46.05396258022389,1000.9322335983167,171268,1,1,1
1740785240.8706446,23.7688671875,46.02958046932655,1000.9414896954597,171093,0,1,1
1740785241.8822484,23.7704296875,46.011447174926616,1000.9389059888146,170570,0,0,0
1740785242.8933609,23.76984375,46.01748365631992,1000.9362154314272,171268,0,0,0
1740785243.9045372,23.7700390625,46.02361331148652,1000.9313719687349,170051,0,0,0
1740785244.9157217,23.76828125,45.99897984927356,1000.9267445102228,171268,0,0,0
1740785245.9267466,23.76671875,45.992688476596406,1000.9224398812141,171268,0,0,0
1740785246.9392242,23.764375,45.96188554893104,1000.9220102320019,171619,0,0,0
1740785247.9517946,23.7628125,45.94949169210743,1000.9194276882241,171443,0,0,0
1740785248.9643548,23.7606640625,45.92482281941005,1000.9141546252471,171619,0,0,0
1740785249.9763372,23.760078125,45.912547752469,1000.9080199749714,171971,0,0,0
1740785250.989157,23.7596875,45.88809304534273,1000.9090964097205,171268,0,0,0
1740785252.003191,23.7594921875,45.86366500725013,1000.9156618540379,171093,0,0,0
1740785253.0162117,23.758125,45.857402109263575,1000.9202903761923,171619,0,0,0
1740785254.028286,23.756171875,45.85717036362374,1000.9170621790756,171971,0,0,0
1740785255.0410962,23.755,45.857031318491366,1000.9202914225642,171795,0,0,0
1740785256.0541377,23.754609375,45.85088457364335,1000.9213678332022,171268,0,0,0
1740785257.0674307,23.753046875,45.85679958035666,1000.9205073105979,171795,0,0,0
1740785258.080631,23.7520703125,45.8688850910512,1000.9206152477822,172148,0,0,0
1740785259.09347,23.7497265625,45.886910554212236,1000.9287956620974,172325,0,0,0
1740785260.1064885,23.7481640625,45.95385467163475,1000.9313791661832,170224,0,0,0
1740785261.1194868,23.7477734375,46.045390611733765,1000.9341775827055,170397,0,0,0
1740785262.132184,23.7473828125,46.1491960721263,1000.9300878583989,170224,0,0,0
1740785263.145077,23.7473828125,46.228654351272944,1000.9231997231027,170224,0,0,0
1740785264.1581461,23.7477734375,46.28984760837399,1000.9238453726243,170397,0,0,0
1740785265.1711233,23.7458203125,46.35078212045018,1000.9240611849752,171093,0,0,0
1740785266.1840744,23.745234375,46.36294818191875,1000.9213706805324,171093,0,0,0
1740785267.1970992,23.743671875,46.38111700964788,1000.9222321290057,170918,0,0,0
1740785268.2103457,23.74171875,46.41148042419049,1000.9207258908277,171093,0,0,0
1740785269.2224422,23.7411328125,46.41753033235598,1000.9300895155985,171268,0,0,0
1740785270.2350328,23.7399609375,46.411269904263115,1000.9264305267742,171619,0,0,0
1740785271.2479753,23.738984375,46.417273005677316,1000.9248163847251,171619,0,0,0
1740785272.260872,23.7383984375,46.417202826668664,1000.9290139297633,171268,0,0,0
1740785273.2739081,23.7376171875,46.398749787701675,1000.9260006025964,172680,0,0,0
1740785274.2869012,23.7360546875,46.38020523794289,1000.9303059849544,171795,0,0,0
1740785275.299867,23.7360546875,46.3373786998231,1000.9285839810046,171619,0,0,0
1740785276.312834,23.73546875,46.32507442022741,1000.9207274811234,171971,0,0,0
1740785277.3259041,23.7333203125,46.294235924729165,1000.9206203630016,172503,0,0,0
1740785278.3383546,23.732734375,46.26970454163501,1000.9196518757897,173575,0,0,0
1740785279.3511674,23.731171875,46.226718950411716,1000.9222352155869,172859,0,0,0
1740785280.3644218,23.728828125,46.21421289623068,1000.9200832368413,173755,0,0,0
1740785281.3775573,23.7278515625,46.171311301016296,1000.9184690841853,172503,0,0,0
1740785282.3900573,23.727265625,46.13457698667902,1000.9140566334443,172503,0,0,0
1740785283.402837,23.7266796875,46.10395942589633,1000.919976058662,173037,0,0,0
1740785284.4157174,23.7262890625,46.06726277357752,1000.9193303959943,173037,0,0,0
1740785285.4283063,23.724140625,46.03036481388085,1000.9175012249074,173037,0,0,0
1740785286.4411185,23.72375,46.01810601252302,1000.9134116211577,173395,0,0,0
1740785287.4542174,23.7231640625,45.99971946560622,1000.9124431301216,173575,0,0,0
1740785288.4672654,23.72375,45.98757896978076,1000.9134116211577,172859,0,0,0
1740785289.479552,23.7235546875,45.999765914827194,1000.9113668211107,172325,0,0,0
1740785290.4922287,23.72296875,45.99359105799968,1000.9086763638344,173216,0,0,0
1740785291.5051692,23.720625,45.99941755025628,1000.9048024155837,173216,0,0,0
1740785292.5182583,23.719453125,46.005383562635615,1000.9097532766568,173216,0,0,0
1740785293.531114,23.7184765625,46.02358475689569,1000.9064171669934,173037,0,0,0
1740785294.5439968,23.7190625,46.05418768219854,1000.9073856575593,171971,0,0,0
1740785295.5569854,23.71984375,46.07260321808216,1000.9017891412201,172680,0,0,0
1740785296.5700805,23.717890625,46.102912476753886,1000.8985608607508,172503,0,0,0
1740785297.583075,23.7173046875,46.12117032203431,1000.9010362816874,173395,0,0,0
1740785298.5959435,23.719453125,46.145866291472856,1000.9011434848943,172859,0,0,0
1740785299.6087468,23.720625,46.2193468103579,1000.8961926098757,171443,0,0,0
1740785300.6231885,23.7190625,46.31087976365262,1000.895331958197,171795,0,0,0
1740785301.6349866,23.7200390625,46.366051578639265,1000.8952241315513,170918,0,0,0
1740785302.646061,23.720625,46.451797764027475,1000.8979145707947,169534,0,0,0
1740785303.657121,23.720625,46.543640496118016,1000.8927486883716,170918,0,0,0
1740785304.6681747,23.72296875,46.605177524992236,1000.90523242828,171971,0,0,0
1740785305.6792343,23.7235546875,46.59912136428326,1000.904478943533,171971,0,0,0
1740785306.6918318,23.7247265625,46.611515488576586,1000.9081378825045,171268,0,0,0
1740785307.7048044,23.7262890625,46.593323464293256,1000.9055545804645,171971,0,0,0
1740785308.7176733,23.7251171875,46.59930906121197,1000.910505512969,170744,0,0,0
1740785309.7297144,23.7247265625,46.59926213669469,1000.9133038005577,171971,0,0,0
1740785310.74248,23.7235546875,46.59912136428326,1000.9079228820992,171619,0,0,0
1740785311.7551835,23.722578125,46.599004055247065,1000.9028648055722,172680,0,0,0
1740785312.7681003,23.7216015625,46.580508454123176,1000.8978067409963,172680,0,0,0
1740785313.7811754,23.72140625,46.54373425425524,1000.8974839147143,173037,0,0,0
1740785314.794288,23.7216015625,46.50089162544649,1000.9012506683363,173216,0,0,0
1740785315.8070846,23.720625,46.451797764027475,1000.8961926098757,172680,0,0,0
1740785316.8200154,23.71984375,46.41498071188134,1000.8966232642639,173037,0,1,2
1740785317.8320134,23.720625,46.415074265988146,1000.8979145707947,171971,0,1,2
1740785318.8448064,23.7221875,46.47647171596017,1000.8970532548966,170570,0,1,2
1740785319.8578377,23.72140625,46.54373425425524,1000.8974839147143,172148,0,1,1
1740785320.874323,23.7204296875,46.6171261713928,1000.8975917441186,172325,0,1,1
1740785321.8872983,23.7184765625,46.64140133630691,1000.8960854340518,172503,0,1,1
1740785322.9002094,23.7173046875,46.62287780620043,1000.8958704250865,173216,0,1,1
1740785323.9130943,23.7173046875,46.59224434665131,1000.8975923771754,172680,0,1,1
1740785324.9272604,23.7159375,46.561452161810095,1000.9091081737128,173037,0,1,1
1740785325.9414594,23.714375,46.5000250165713,1000.9099694093663,173575,0,1,2
1740785326.9551835,23.7126171875,46.4569595140779,1000.9156736185988,173755,0,1,2
1740785327.9682603,23.7122265625,46.432429064826536,1000.9167498881017,173936,0,1,2
1740785328.9811866,23.711640625,46.371164956285924,1000.9106155667967,173755,0,1,2
1740785329.9938076,23.71125,46.32217865136875,1000.9116918358275,173755,0,1,2
1740785331.006229,23.71125,46.273252896063774,1000.918579584687,173755,0,1,2
